transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
JFIH716S6X84QV,4.77E+15,dki,"Danu Suartini, S.Farm",M,2010,M3,Kalideres - Bundaran HI via Veteran,1,P00237,Sumur Bor,-6.153046,106.71929,2,4/14/2023 5:37,P00009,Bank Indonesia Arah Selatan,-6.184784,106.82326,14,4/14/2023 6:16,3500
TAVO730E8W95CD,5.88E+11,flazz,Drs. Harjo Nurdiyanti,M,1986,14,Jakarta International Stadium - Senen,0,B00292P,Danau Agung 1,-6.147281,106.8582,8,4/14/2023 5:24,B00770P,Honda Letjen Suprapto,-6.174933,106.84973,16,4/14/2023 6:11,3500
ABAR096J1E28SE,1.80E+14,emoney,"Tgk. Tania Zulaika, M.Pd",F,2010,M10,PGC 2 - Tanjung Priok,1,P00287,Permai Koja Arah Selatan,-6.114359,106.89314,2,4/14/2023 6:57,P00105,Kayu Putih Rawasari,-6.187453,106.87542,10,4/14/2023 7:32,3500
POFG636P9C05PG,2.24E+15,dki,Latika Sirait,M,1953,10D,Kampung Rambutan - Tanjung Priok,1,P00036,Cempaka Putih,-6.174207,106.87642,9,4/14/2023 6:49,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937,13,4/14/2023 7:49,3500
OLON622S9H25TP,4.73E+18,brizzi,Zamira Puspita,M,1977,B11,Summarecon Bekasi - BNN,0,B01728P,Jatibening 1,-6.257161,106.94651,5,4/14/2023 6:40,B00232P,Cawang Blue Bird,-6.248836,106.87801,6,4/14/2023 7:06,3500
YXXX809N7T95SJ,6.76E+11,flazz,"Dr. Zaenab Wulandari, S.Ked",M,1996,12B,Pluit - Senen,1,B05080P,Simpang Pluit Raya,-6.127123,106.80441,26,4/14/2023 6:59,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,28,4/14/2023 7:36,3500
RQAM465Y4X02UO,4.96E+18,brizzi,Ophelia Firmansyah,M,2000,14,Jakarta International Stadium - Senen,0,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,20,4/14/2023 5:34,B05725P,Term. Senen,-6.17356,106.84213,21,4/14/2023 5:55,3500
CBPU782I1N33QV,3.43E+14,emoney,Marsito Melani,F,2010,7A,Kampung Rambutan - Lebak Bulus,1,B00610P,Gelanggang TB Simatupang,-6.289097,106.77909,4,4/14/2023 6:14,B01377P,Jln. Mastrip,-6.306793,106.87756,25,4/14/2023 6:44,3500
DLSA021I2Z01TA,4.61E+18,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,0,B03697P,Sbr. Jln. Flamboyan Srengseng,-6.201447,106.75576,11,4/14/2023 5:41,B01860P,Kebayoran Baru Velbak 2,-6.239272,106.78492,34,4/14/2023 6:30,3500
BRRN156Q0L84KP,3.03E+13,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,0,P00253,Tegalan,-6.203101,106.85715,10,4/14/2023 6:55,P00142,Pal Putih,-6.184631,106.84402,15,4/14/2023 7:22,3500
FGVV472J5A21DC,4.10E+18,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0,B02082P,Casablanca,-6.22425,106.84452,4,4/14/2023 5:16,B04109P,Sbr. Multivision Tower,-6.212375,106.83303,13,4/14/2023 5:54,3500
MFEP313D7P38IW,3.53E+15,dki,Narji Waskita,M,1985,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/14/2023 6:00,B01745P,Jembatan Item,-6.130078,106.85492,13,4/14/2023 6:49,3500
SGYV443K5Q74DD,4.71E+12,online,"Cut Gabriella Haryanti, S.Sos",M,1974,T21,Palem Semi - Bundaran Senayan,1,B00808P,Islamic,-6.228521,106.61473,10,4/14/2023 5:28,B02557P,Palem Semi 2,-6.220361,106.61649,12,4/14/2023 6:17,20000
FPEC441W4R36AM,6.01E+15,dki,Kariman Rajata,M,1971,8E,Bintaro - Blok M,0,B01822P,Kantor Pos Kebayoran Lama,-6.249119,106.778,19,4/14/2023 5:09,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,23,4/14/2023 5:41,3500
ELRK496S2C64CW,3.57E+15,dki,"Gawati Damanik, S.E.",F,2010,5C,PGC - Juanda,0,P00109,Matraman Baru,-6.21288,106.86115,8,4/14/2023 5:23,P00224,Slamet Riyadi,-6.208533,106.85929,9,4/14/2023 6:01,3500
IAUI994H4Y38NQ,2.13E+14,emoney,Fathonah Anggraini,M,2006,6M,Stasiun Manggarai - Blok M,0,P00160,Patra Kuningan,-6.232677,106.832087,8,4/14/2023 6:30,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,10,4/14/2023 6:52,3500
ZVPJ991Q5M78ZP,3.44E+14,emoney,dr. Gasti Budiyanto,M,1998,5C,PGC - Juanda,0,P00134,Matraman 1,-6.19998,106.85443,11,4/14/2023 5:43,P00122,Kwitang,-6.181051,106.83866,16,4/14/2023 6:07,3500
BZGR407N6V50HL,3.51E+15,dki,Jasmani Sirait,M,1975,L13E,Puri Beta - Kuningan (Express),0,P00120,Kuningan Madya,-6.21341,106.8305,10,4/14/2023 5:33,P00124,Latuharhary,-6.202761,106.82771,12,4/14/2023 6:33,3500
AKBE308W4A57CO,5.71E+11,flazz,Mumpuni Gunarto,F,1998,10D,Kampung Rambutan - Tanjung Priok,0,P00035,Cempaka Mas,-6.165888,106.8792,7,4/14/2023 6:33,P00105,Kayu Putih Rawasari,-6.187453,106.87542,10,4/14/2023 7:03,3500
HRIB443O1W94FI,1.80E+14,emoney,"Ir. Yani Sihombing, S.H.",M,1973,12P,St. LRT Pegangsaan Dua - JIS,1,B05858P,Villa Bukit Gading,-6.157028,106.89966,11,4/14/2023 6:02,B03050P,Puskesmas Kelapa Gading,-6.157489,106.90703,13,4/14/2023 6:47,3500
LAAC702G8H69KS,3.77E+14,emoney,Luhung Hutapea,F,1981,1F,Stasiun Palmerah - Bundaran Senayan,0,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,4/14/2023 5:47,P00026,Bundaran Senayan,-6.227869,106.80094,6,4/14/2023 6:17,3500
IFDH951G7X34DD,4.97E+12,online,Eka Yolanda,M,1998,B21,Bekasi Timur - Cawang,1,B05560P,Superindo Bulak Kapal 2,-6.249488,107.02384,9,4/14/2023 5:16,B05622P,Taman Margahayu 2,-6.24846,107.02153,10,4/14/2023 5:46,3500
PZKD873K1W32WR,2.48E+15,dki,"Tgk. Joko Maryadi, M.Ak",M,1981,13C,Puri Beta - Dukuh Atas,0,P00136,Mayestik,-6.241921,106.79077,8,4/14/2023 5:42,P00200,Rawa Barat,-6.238947,106.81624,11,4/14/2023 6:22,3500
NGVZ614V9A37EB,3.53E+15,dki,"Jamalia Zulkarnain, S.Gz",F,1988,4B,Stasiun Manggarai - UI,0,B05874P,Warga,-6.273295,106.84656,28,4/14/2023 6:47,B05259P,SMAN 109,-6.344687,106.83351,44,4/14/2023 7:19,3500
OBCJ878P2P76YD,4.45E+15,dki,"Ani Wasita, M.Pd",M,2004,8C,Kebayoran Lama - Tanah Abang,1,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,4/14/2023 6:10,B05264P,SMAN 24,-6.210598,106.79631,21,4/14/2023 6:31,3500
DPAL779N7Z79GH,4.95E+12,online,Wirda Yuliarti,M,1990,5,Matraman Baru - Ancol,0,P00224,Slamet Riyadi,-6.208533,106.85929,1,4/14/2023 6:38,P00021,Budi Utomo,-6.166063,106.83906,9,4/14/2023 7:29,3500
TJLA549G9J12ZE,3.51E+15,dki,Gatra Rahayu,M,1946,6V,Ragunan - Gelora Bung Karno,0,P00053,Duren Tiga,-6.252377,106.82697,8,4/14/2023 6:41,P00133,Masjid Agung,-6.236483,106.79845,13,4/14/2023 7:31,3500
NBSS354Q2S71BY,4.12E+12,online,"Cahyono Firmansyah, S.Pd",M,1992,M10,PGC 2 - Tanjung Priok,1,P00042,Cipinang Kebon Nanas,-6.231659,106.87637,16,4/14/2023 5:09,P00178,PGC 2,-6.2619,106.8657,21,4/14/2023 5:38,3500
JUJH444R9O11QE,4.94E+18,brizzi,Widya Nuraini,F,1994,M3,Kalideres - Bundaran HI via Veteran,1,P00237,Sumur Bor,-6.153046,106.71929,2,4/14/2023 6:02,P00074,Grogol 1,-6.166824,106.78971,10,4/14/2023 6:39,3500
TQZV305N4X91OR,3.70E+14,emoney,Putu Sihombing,M,1995,8A,Jelambar - Juanda,0,P00176,Petojo,-6.169984,106.81698,5,4/14/2023 6:52,P00097,Juanda,-6.168048,106.83089,7,4/14/2023 7:19,3500
XMDS753W8J54XA,4.24E+15,dki,"H. Yahya Handayani, S.I.Kom",F,1994,1E,Pondok Labu - Blok M,0,B03626P,Sbr. ITC Fatmawati,-6.26343,106.7969,16,4/14/2023 5:46,B02860P,Plaza Blok M,-6.244978,106.79752,20,4/14/2023 6:12,3500
GRZV171F1B41BJ,3.41E+14,emoney,Elisa Samosir,F,1996,5D,PGC 1 - Ancol,1,P00297,BNN LRT,-6.245863,106.871143,19,4/14/2023 6:10,P00178,PGC 2,-6.2619,106.8657,22,4/14/2023 6:52,3500
XGVM437G8V37RR,2.24E+15,dki,Hafshah Laksmiwati,F,1999,1M,Meruya - Blok M,0,B01012P,Jln. Cipulir 1,-6.237267,106.7754,32,4/14/2023 6:17,P00045,CSW 2,-6.239861,106.79783,40,4/14/2023 7:17,3500
FYOC335B9D79WT,4.96E+12,online,Cahyono Mustofa,M,1984,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B02615P,Ps. Inpres Cipinang Besar,-6.22645,106.88078,5,4/14/2023 6:05,B05581P,Taman Buaran Indah,-6.216979,106.92356,22,4/14/2023 6:45,3500
VPXC161P5W80JK,6.54E+15,dki,Aurora Nasyiah,M,1991,M4,Pulo Gadung 2 - Dukuh Atas 2,1,P00269,Velodrome,-6.193468,106.8883,5,4/14/2023 6:46,P00052,Dukuh Atas 2,-6.203276,106.82377,15,4/14/2023 7:15,3500
LEJR628Q5Z70DG,2.25E+15,dki,Zelda Kuswoyo,M,2002,9H,Blok M - Universitas Indonesia,1,B05408P,SPBU Jln. Guru,-6.318164,106.83745,35,4/14/2023 5:14,B05266P,SMAN 38,-6.336201,106.83579,41,4/14/2023 6:07,3500
OUNC589A0J59IM,5.65E+11,flazz,"Azalea Setiawan, S.E.",F,2007,10D,Kampung Rambutan - Tanjung Priok,0,P00036,Cempaka Putih,-6.174207,106.87642,8,4/14/2023 5:24,P00153,Pasar Induk Kramat Jati,-6.294215,106.87203,13,4/14/2023 6:02,3500
LWAI041O6L17BX,3.55E+15,dki,"Dr. Luthfi Sihombing, M.TI.",F,1998,13D,Puri Beta - Ragunan,1,P00053,Duren Tiga,-6.252377,106.82697,8,4/14/2023 5:24,P00106,Kebayoran Lama,-6.23834,106.77752,16,4/14/2023 5:49,3500
STQJ123T9E62WM,4.71E+15,dki,"dr. Laswi Pranowo, S.Pd",F,2012,5N,Kampung Melayu - Ragunan,1,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,11,4/14/2023 6:12,B03752P,Sbr. Jln. Kemang Timur XVII,-6.268951,106.82394,32,4/14/2023 6:37,3500
TUKR208A6O64MM,2.13E+14,emoney,Viktor Zulkarnain,M,1987,JIS3,Harmoni - Jakarta International Stadium,1,P00161,Pecenongan,-6.16771,106.82819,6,4/14/2023 5:15,B05550P,Sunter Icon,-6.135417,106.85589,12,4/14/2023 6:14,3500
QLPV334R6Z46ZZ,3.59E+15,dki,Ibun Kusumo,F,1967,9D,Pasar Minggu - Tanah Abang,0,B00101P,Balai Kartini,-6.234791,106.82457,22,4/14/2023 5:30,B02532P,Nifarro Park,-6.263007,106.84332,36,4/14/2023 6:28,3500
ZSCC943J9U27VW,6.30E+11,flazz,"H. Aswani Megantara, M.M.",M,2008,1P,Senen - Blok M,1,B01969P,Kementerian Pariwisata,-6.1795,106.82255,19,4/14/2023 6:52,B02476P,Monas 2,-6.175999,106.82311,21,4/14/2023 7:42,3500
LXKZ796S7P85MP,4.33E+18,brizzi,Murti Kurniawan,M,2010,6T,Pasar Minggu - Velbak,0,B05210P,Simpang Tunda Bara TB Simatupang,-6.292612,106.7987,17,4/14/2023 6:34,B04790P,Simpang Darmawangsa X,-6.257555,106.80048,32,4/14/2023 7:11,3500
QCBZ064C3A25SK,3.05E+13,bni,"Gamblang Pradipta, M.Farm",M,2004,5F,Kampung Melayu - Tanah Abang,0,B05423P,Viva Futsal,-6.218724,106.81944,17,4/14/2023 5:33,B01974P,Kesatrian Kowal Cut Nyak Dhien,-6.194307,106.81436,24,4/14/2023 6:07,3500
GOGN626E3N93UA,3.02E+13,bni,Daliono Adriansyah,F,2012,12,Tanjung Priok - Pluit,0,P00131,Mangga Dua,-6.136148,106.82597,13,4/14/2023 6:34,P00098,Kali Besar Barat,-6.135355,106.81143,15,4/14/2023 7:01,3500
WRHM346L4L15AS,3.55E+15,dki,Balangga Permadi,F,2011,3F,Kalideres - Gelora Bung Karno,0,P00050,Dispenda Samsat Barat,-6.154634,106.7381,11,4/14/2023 6:46,P00088,Jembatan Baru,-6.154831,106.73038,12,4/14/2023 7:42,3500
ZLHT154C1Q04OY,4.17E+15,dki,Dr. Juli Megantara,M,1984,2P,Gondangdia - Senen,1,B00285P,Cut Meutia,-6.187542,106.83294,25,4/14/2023 6:08,B06053P,Selatan St. Gondangdia,-6.187059,106.8329,26,4/14/2023 6:54,3500
VURB751B2O19WQ,5.02E+11,flazz,"Tgk. Talia Mangunsong, S.E.I",M,1979,6V,Ragunan - Gelora Bung Karno,1,P00228,SMK 57,-6.290967,106.82365,14,4/14/2023 6:02,P00048,Departemen Pertanian,-6.294641,106.82213,15,4/14/2023 6:33,3500
YGPJ009V1I43AP,6.57E+15,dki,Hasta Anggriawan,F,2000,8K,Batusari - Grogol,1,B02636P,Ps. Kopro 2,-6.177343,106.78369,10,4/14/2023 6:17,B04930P,Simpang Kemanggisan Ilir Raya,-6.193066,106.784647,15,4/14/2023 7:08,3500
HXLR820O6V02MY,2.13E+14,emoney,Jelita Maryadi,M,1976,12B,Pluit - Senen,1,B00080P,Aston Pluit 2,-6.124268,106.79419,30,4/14/2023 6:46,B02650P,Ps. Muara Karang,-6.116367,106.77824,35,4/14/2023 7:14,3500
MEMY146T2M16LJ,4.63E+15,dki,Tira Saptono,M,2010,S21,Ciputat - CSW,0,B05904P,Yado I,-6.253745,106.79098,24,4/14/2023 5:44,B00053P,Antena II,-6.25033,106.79163,26,4/14/2023 6:15,3500
SRHZ845X7N96HT,4.73E+18,brizzi,Unjani Usamah,F,2003,M12,Sunter Boulevard Barat - Penjaringan,0,P00131,Mangga Dua,-6.136148,106.82597,8,4/14/2023 5:29,P00008,Bandengan Selatan,-6.136318,106.80347,11,4/14/2023 6:27,3500
XNNU259E2E14GB,3.71E+14,emoney,KH. Karma Pudjiastuti,M,1972,1N,Tanah Abang - Blok M,0,B03312P,Sari Pan Pacific,-6.185037,106.82325,8,4/14/2023 6:52,B00360P,Flyover Karet 2,-6.214808,106.81847,17,4/14/2023 7:18,3500
LSBV872H1Y58MI,2.13E+14,emoney,Tgk. Cagak Zulaika,F,1993,D32,Cinere - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,12,4/14/2023 5:10,B00221P,Bundaran Senayan 1,-6.227445,106.80187,14,4/14/2023 6:01,20000
CQWX576R6Y57JR,3.52E+15,dki,Marsito Anggriawan,M,1992,M7,Kampung Rambutan - Monas,0,P00010,Bank Indonesia Arah Utara,-6.182776,106.8228,26,4/14/2023 5:38,P00137,Monas,-6.176248,106.82286,27,4/14/2023 6:06,3500
UPVT410C4E64VX,2.13E+14,emoney,drg. Zamira Nurdiyanti,M,1979,13,Ciledug - Tendean,0,P00106,Kebayoran Lama,-6.23834,106.77752,7,4/14/2023 6:15,P00259,Tirtayasa,-6.239207,106.80777,11,4/14/2023 7:06,3500
QTNU297V2H67JX,3.56E+15,dki,dr. Baktiadi Hidayanto,M,1993,S11,BSD - Jelambar,1,B02405P,Melati Mas Residence 2,-6.271291,106.65563,18,4/14/2023 6:57,B05701P,Term. BSD,-6.306375,106.68536,27,4/14/2023 7:40,3500
RNGJ713M8T38IW,4.16E+18,brizzi,Baktiono Prakasa,F,1981,6U,Blok M - Pasar Minggu,0,B05099P,Simpang Rawa Barat,-6.238408,106.81489,7,4/14/2023 6:41,B06291P,Jati Padang 2,-6.285637,106.82632,21,4/14/2023 7:40,3500
JHKG067N7H04QD,4.31E+12,online,Puspa Sihombing,F,2012,9D,Pasar Minggu - Tanah Abang,1,P00056,Explorer Tanah Abang,-6.184305,106.81158,44,4/14/2023 5:49,B01787P,JPO Blok G,-6.188861,106.81135,47,4/14/2023 6:19,3500
HZIF638S4R35KM,4.61E+15,dki,Mutia Latupono,M,2002,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1,B02977P,Pospol PIK Penggilingan,-6.203442,106.93258,24,4/14/2023 6:44,P00270,Walikota Jakarta Timur,-6.21254,106.94537,30,4/14/2023 7:33,3500
PVMQ491B1C31BN,3.05E+13,bni,"Gangsa Wijayanti, M.Kom.",M,1990,1E,Pondok Labu - Blok M,0,B05311P,SMKN 28,-6.284944,106.79578,10,4/14/2023 5:14,B01610P,Jln. Sungai Sambas VI,-6.246441,106.7978,19,4/14/2023 5:59,3500
RWYI782P3N64FJ,4.49E+15,dki,Ajeng Pradipta,M,1975,10,Tanjung Priok - PGC 2,1,P00232,Stasiun Jatinegara Arah Utara,-6.21542,106.8742,7,4/14/2023 6:05,P00171,Permai Koja Arah Utara,-6.11413,106.89309,19,4/14/2023 6:33,3500
FCZB667A7T83RW,4.53E+15,dki,Talia Hidayanto,M,2005,2B,Harapan Indah - ASMI,1,P00028,Cakung United Tractors,-6.18324,106.92998,8,4/14/2023 6:13,P00157,Pasar Modern Harapan Indah,-6.168544,106.97431,28,4/14/2023 6:34,3500
ZRYL046Z4A39AL,3.50E+15,dki,drg. Cecep Rahimah,M,1982,1Q,Rempoa - Blok M,1,B02374P,Masjid Pondok Indah 2,-6.261469,106.78201,15,4/14/2023 6:46,B03132P,RS Dr Suyoto,-6.267779,106.76599,24,4/14/2023 7:14,3500
JQGX703H8Z28WG,3.45E+14,emoney,Wahyu Wibisono,F,1985,10K,Tanjung Priok - Senen via Taman BMW,0,B02627P,Ps. Kemayoran,-6.161032,106.8549,22,4/14/2023 5:07,B03201P,RSPAD 3,-6.175462,106.83922,36,4/14/2023 6:04,3500
VFYL198Z4S68QT,4.93E+12,online,Dartono Natsir,M,2006,5C,PGC - Juanda,0,P00007,Balai Kota,-6.180488,106.82646,17,4/14/2023 5:03,P00161,Pecenongan,-6.16771,106.82819,19,4/14/2023 5:24,3500
MTSA167Y2Q03HK,3.42E+14,emoney,"Kartika Habibi, S.Psi",M,1975,6D,Stasiun Tebet - Karet via Underpass,0,B04505P,Sbr. Standard Chartered,-6.217407,106.81934,13,4/14/2023 6:34,B03396P,Kota Kasablanka,-6.224688,106.84246,20,4/14/2023 7:30,3500
CTSK821A7T77OK,3.56E+15,dki,Cawisono Permadi,F,1987,6A,Ragunan - MH Thamrin via Kuningan,0,P00024,Buncit Indah,-6.274333,106.83029,5,4/14/2023 6:11,P00079,Imigrasi,-6.256977,106.82808,7,4/14/2023 7:08,3500
XIPU145A8T92NV,3.01E+13,bni,Ian Prasasta,F,1990,4F,Pinang Ranti - Pulo Gadung,0,B03325P,SD Jatinegara Kaum,-6.19781,106.90496,46,4/14/2023 5:20,B02848P,Pintu Kawasan 2,-6.1896,106.90629,49,4/14/2023 6:13,3500
GMJN256G0D44MW,4.12E+15,dki,"Prima Simanjuntak, S.I.Kom",M,1987,B21,Bekasi Timur - Cawang,0,B05768P,Tol Bekasi Timur 1,-6.263808,107.01671,11,4/14/2023 6:56,P00297,BNN LRT,-6.245863,106.871143,13,4/14/2023 7:20,3500
JNWY212P3T22EH,1.80E+14,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,1,P00261,Tosari,-6.196892,106.82309,2,4/14/2023 5:33,P00085,Jati Padang,-6.285431,106.82626,12,4/14/2023 6:27,3500
JWCU989J8Y76JG,4.80E+18,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,0,P00015,Bidara Cina,-6.229724,106.86721,9,4/14/2023 5:16,P00297,BNN LRT,-6.245863,106.871143,12,4/14/2023 5:43,3500
IVBR350I5U52PX,6.58E+15,dki,Sadina Lailasari,F,1987,3,Kalideres - Bundaran HI via Veteran,0,P00081,Indosiar,-6.163376,106.77514,8,4/14/2023 6:37,P00087,Jelambar,-6.166548,106.78651,9,4/14/2023 7:27,3500
QOTN687I1B81RK,6.76E+11,flazz,"Dt. Vinsen Budiyanto, S.H.",F,2009,3,Kalideres - Bundaran HI via Veteran,1,P00091,Jembatan Gantung,-6.155513,106.74946,8,4/14/2023 6:52,P00201,Rawa Buaya,-6.153908,106.72619,11,4/14/2023 7:24,3500
MTTW616D9V67EA,4.28E+12,online,Zelda Wibowo,M,1989,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,B00048P,Aneka PIK Penggilingan,-6.202636,106.92867,16,4/14/2023 5:57,B05823P,United Tractors 1,-6.18326,106.93243,28,4/14/2023 6:22,3500
HUSU191T6H90FP,3.54E+15,dki,Unjani Mulyani,F,1987,M6,Ragunan - MH Thamrin,1,P00164,Pejaten,-6.278404,106.82972,4,4/14/2023 5:21,P00024,Buncit Indah,-6.274333,106.83029,5,4/14/2023 6:15,3500
LDJD709X3H02LZ,6.30E+11,flazz,Winda Puspita,M,1959,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0,B05739P,The Wave,-6.214587,106.83642,7,4/14/2023 5:43,B03396P,Kota Kasablanka,-6.224688,106.84246,11,4/14/2023 6:42,3500
CPYU266U2P07JE,4.54E+15,dki,Nova Puspasari,F,1965,12A,Pelabuhan Kaliadem - Kota,0,P00138,Museum Fatahillah,-6.13393,106.81209,18,4/14/2023 6:57,P00013,Kota,-6.13679,106.8149,19,4/14/2023 7:34,3500
LORD098D1X85JA,6.59E+15,dki,"H. Rangga Santoso, S.Farm",M,1973,9A,PGC 2 - Grogol 2,1,P00297,BNN LRT,-6.245863,106.871143,15,4/14/2023 6:14,P00033,Cawang UKI,-6.250309,106.8736,17,4/14/2023 7:13,3500
LWJK443D6Z93AG,4.50E+15,dki,"Zizi Santoso, M.Kom.",M,1970,M3,Kalideres - Bundaran HI via Veteran,0,P00074,Grogol 1,-6.166824,106.78971,6,4/14/2023 6:59,P00088,Jembatan Baru,-6.154831,106.73038,12,4/14/2023 7:35,3500
YFPJ139P0J83VP,1.80E+14,emoney,"Kamaria Megantara, S.IP",M,1997,9H,Blok M - Universitas Indonesia,1,B05680P,Tj. Mas Raya,-6.308428,106.8391,31,4/14/2023 5:06,B00491P,Gg. Kancil I Lenteng Agung,-6.316507,106.83774,34,4/14/2023 5:43,3500
UPFR039Q6X38LE,4.91E+18,brizzi,Cemeti Padmasari,F,1993,7C,Cibubur - BKN,1,B00226P,Buperta Cibubur,-6.370321,106.89628,1,4/14/2023 6:42,B00248P,Cibubur Junction,-6.368735,106.89366,2,4/14/2023 7:28,3500
QYUK323Y4E91MM,3.56E+15,dki,Indah Habibi,M,1979,8,Lebak Bulus - Pasar Baru via Tomang,1,P00172,Permata Hijau,-6.221427,106.78325,16,4/14/2023 6:25,P00128,Lebak Bulus,-6.289413,106.77415,23,4/14/2023 7:04,3500
MYJD336R1M12OX,4.69E+15,dki,Laila Pratama,F,1986,S31,Bintaro - Fatmawati,1,B01184P,Jln. Kaimun Jaya,-6.292537,106.78705,2,4/14/2023 5:59,B00148P,Bintaro Xchange,-6.286813,106.72865,5,4/14/2023 6:56,20000
NZFI614K7L69YO,4.45E+12,online,R.M. Langgeng Nashiruddin,F,2008,M4,Pulo Gadung 2 - Dukuh Atas 2,0,P00127,Layur,-6.193539,106.89909,3,4/14/2023 6:39,P00269,Velodrome,-6.193468,106.8883,5,4/14/2023 7:02,3500
SBFD025V4K20NG,4.39E+15,dki,Titi Prasetya,F,2002,1P,Senen - Blok M,0,B05693P,Telkom Grapari,-6.18222,106.83297,11,4/14/2023 6:07,B05637P,Taman Patimura,-6.232872,106.80081,30,4/14/2023 6:37,3500
ODHL507J5W09EP,3.75E+14,emoney,Luhung Permadi,F,2005,6D,Stasiun Tebet - Karet via Underpass,1,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,15,4/14/2023 5:25,B00221P,Bundaran Senayan 1,-6.227445,106.80187,17,4/14/2023 6:22,3500
EHCC568F1Y29ZB,5.88E+11,flazz,"Raisa Putra, M.Ak",F,1989,7D,Pancoran - Kampung Rambutan,1,B04290P,Sbr. RS Moh Ridwan Meuraksa,-6.294767,106.88167,4,4/14/2023 6:35,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,14,4/14/2023 6:57,3500
MRZR633T7S27LA,1.80E+14,emoney,R.A. Puti Permadi,M,1987,9D,Pasar Minggu - Tanah Abang,0,B02541P,Otorita Asahan,-6.223991,106.8159,16,4/14/2023 6:57,B02470P,Mja Rawa Bambu,-6.292069,106.84179,44,4/14/2023 7:18,3500
FLAA271Y6B17IL,4.68E+15,dki,Paramita Budiyanto,F,1997,8C,Kebayoran Lama - Tanah Abang,1,B04301P,Sbr. RSUD Tanah Abang,-6.191139,106.81506,10,4/14/2023 5:22,B05783P,TPU Karet Bivak,-6.201241,106.814,16,4/14/2023 5:46,3500
TQUZ448J5N83IN,1.80E+14,emoney,Bajragin Usada,M,2008,5,Matraman Baru - Ancol,0,P00021,Budi Utomo,-6.166063,106.83906,9,4/14/2023 16:01,P00140,Pademangan,-6.133704,106.83164,13,4/14/2023 17:04,3500
GVCQ798I9Z50NA,4.89E+15,dki,Gandi Widodo,F,1997,6C,Stasiun Tebet - Karet via Patra Kuningan,1,B03318P,Sawo Kecik Raya,-6.224852,106.85489,10,4/14/2023 17:42,P00235,Stasiun Tebet,-6.225503,106.85814,11,4/14/2023 19:40,3500
LZJN700L2H28FD,5.00E+15,dki,Emong Wastuti,F,1992,R1A,Pantai Maju - Kota,1,B02389P,Mayang Permai,-6.116421,106.75963,30,4/14/2023 17:38,B04990P,Simpang Mandara Permai 2,-6.116512,106.75622,31,4/14/2023 18:50,3500
WZYC843C4L36EW,6.39E+11,flazz,Surya Wacana,F,1978,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1,B02947P,Pool Taksi,-6.188631,106.93426,7,4/14/2023 17:31,B02548P,Pajak Dan Retribusi Cakung,-6.205256,106.9312,18,4/14/2023 18:26,3500
LFWH809Z0T81FZ,5.71E+11,flazz,Embuh Mardhiyah,M,1982,12,Tanjung Priok - Pluit,1,P00241,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,15,4/14/2023 17:59,P00272,Walikota Jakarta Utara Arah Utara,-6.118842,106.89314,17,4/14/2023 19:05,3500
ETSE249A1O57JB,2.25E+15,dki,Tirta Siregar,F,1993,1T,Cibubur - Balai Kota,1,B00325P,Dukuh Atas 3,-6.20565,106.8225,7,4/14/2023 16:20,B02873P,Plaza Sentral,-6.216247,106.81676,12,4/14/2023 17:23,20000
UAVN245W1G76LT,3.58E+15,dki,"T. Dadap Pradana, M.Ak",M,2004,1Q,Rempoa - Blok M,1,B05642P,Taman Puring 2,-6.242596,106.78793,8,4/14/2023 17:07,B01154P,Jln. IKPN Bintaro,-6.25997,106.76787,20,4/14/2023 18:31,3500
